IndigNation	indignation
NITZ	Nitz
Dax	DAX
Day	DAY
Dan	DAN
Dan.	DAN
Tack	TACK
Kwik	KWIK
GONCZ	Goncz
CHAPS	Chaps
Reunited	REUNITED
Pincer	PINCER
All-star	All-Star
Allstar	All-Star
CHAOS	Chaos
Deb	DEB
Dec	DEC
Dee	DEE
DEg	DEG
Dég	DEG
Den	DEN
Der	DER
Dex	DEX
Advocate-General	advocate-general
Mel-Man	Melman
Projects	PROJECTS
C.A.B.	Cab
CAA	Caa
D.b.s.	DBs
DBS	DBs
C.a.R.	Car
CaR	Car
CAN	Can
Lejeune	LeJeune
CAV	Cav
Taba	TABA
D.b.s.	DBS
Bennett	BENNETT
Golds	GOLDS
PRO-LINE	Pro-Line
Pro-line	Pro-Line
Proline	Pro-Line
Career	CAREER
Gaap	GAAP
Wireless	WIRELESS
U.N.C.O.U.P.L.E.D.	uncoupled
BEU	Beu
BER	Ber
BEM	Bem
BEL	Bel
BEI	Bei
BEG	Beg
BFG	BfG
B.Ed.	Bed
Cea	CEA
.cdr	CDR
CCS	CCs
CD-i	CDI
Service	SERVICE
CDS	CDs
Cer	CER
Cem	CEM
Cel	CEL
CDI	CDi
RADIUS	Radius
Cep	CEP
Cen	CEN
Cee	CEE
Ceb	CEB
Europcar	EUROPCAR
Newsletter	NEWSLETTER
BID	Bid
Cleared	CLEARED
BIC	Bic
InterViews	interviews
BIE	Bie
BIZ	Biz
BIX	Bix
Clã	CLA
BiM	Bim
BIN	Bin
BIL	Bil
CJS	CJs
BIT	Bit
BIR	Bir
BIP	Bip
Cid	CID
School	-School
BHD	Bhd
DALA	D-Ala
Dala	D-Ala
Cif	CIF
Cin	CIN
EarthBound	earthbound
CiS	CIS
Cis	CIS
BHS	BhS
CoG	COG
Cog	COG
Cod	COD
Cob	COB
G.L.A.D	glad
Convatec	ConvaTec
Cos	COS
Unbundling	UNBUNDLING
Col	COL
Cpl.	CPL
Tektronix	TEKTRONIX
Olin	OLIN
Time-Line	TIMELINE
Timeline	TIMELINE
Dupont	duPont
Cru	CRU
.CSO	CSO
Thomson	THOMSON
Hoop-La	hoop-la
BOM	BoM
Cpt	CPT
Reference	REFERENCE
BOD	Bod
BoA	Boa
BOL	Bol
BOK	Bok
Post-Mortem	post-mortem
PostMortem	post-mortem
BOM	Bom
BOR	Bor
CPS	CPs
BOU	Bou
BOY	Boy
P.E.S.	P-Es
PES	P-Es
Cré	CRE
Gain	GAIN
Akıncı	Akinci
Preraphaelite	pre-Raphaelite
FAST	Fast
ACeS	aces
Faß	Fass
PA.SO.K.	Pasok
PASOK	Pasok
ORYX	oryx
Pleß	Pless
CinemaScope	cinemascope
SideKick	sidekick
Thousands	THOUSANDS
CUS	Cus
.dwt	DWT
.dwg	DWG
DWg	DWG
Dwg	DWG
CUI	Cui
CUB	Cub
Arco	ARCO
CUP	Cup
Ohio	OHIO
Voltaire	VOLTAIRE
South-East	South-east
AChE	ache
AraB	ARAB
Arab	ARAB
ACID	acid
FATS	Fats
OnStage	onstage
Photography	PHOTOGRAPHY
Eel	EEL
Edo	EDO
Eda	EDA
DISCiPLE	Disciple
DET	Det
DES	Des
DEW	Dew
Arms	ARMs
DEI	Dei
DEN	Den
DEO	Deo
DEP	Dep
DEA	Dea
D.Ed.	Ded
DED	Ded
DEF	Def
DES	DeS
Prince	PRINCE
Princé	PRINCE
Cleaner	CLEANER
Efe	EFE
Efé	EFE
F.R.A.N.K.	Frank
Cuneo	CUNEO
.eco	ECO
Eco	ECO
Eco-	ECO
DAO	Dao
DAP	Dap
Écs	ECS
D.A.R.	Dar
DAR	Dar
DAT	Dat
Changes	CHANGES
DAX	Dax
ReGIS	Regis
DAZ	Daz
D-A-D	Dad
DAD	Dad
DAF	Daf
DAE	Dae
IrremeDIABLE	irremediable
Marling	MARLING
NICAD	Nicad
CHR	Chr
CIU	CiU
Council	COUNCIL
C-I-A	Cia
CIC	Cic
CIE	Cie
CID	Cid
JUNG	Jung
CIR	Cir
Presidency	PRESIDENCY
Retina	Retin-A
CIV	Civ
ACTS	acts
Dm3	DM3
DKR	DKr
FOSSIL	Fossil
DDC	D-D.C
DMs	DMS
CLE	Cle
D-na	DNA
Dna.	DNA
Issue	ISSUE
Milk-Bone	Milkbone
CD-R	Cdr
CDR	Cdr
Arta	ARTA
Artà	ARTA
CED	Ced
7-elevens	7-Elevens
Being	BEING
C.E.O.	Ceo
CEU	Ceu
CéU	Ceu
ARts	ARTS
Arts	ARTS
Tracking	TRACKING
Dia	DIA
Dig	DIG
Die	DIE
Duffryn	DUFFRYN
Dis	DIS
Dir	DIR
SACRED	sacred
Din	DIN
Dim	DIM
OMRON	Omron
CHA	Cha
Looming	LOOMING
D.S.c.	DSC
G.O.A.T.	goat
FROG-7	Frog-7
TransACT	transact
Duo	DUO
NATURAL	Natural
Due	DUE
CRY	Cry
Doe	DOE
Dóc	DOC
Doi	DOI
Don	DON
Dôn	DON
Dor	DOR
Dör	DOR
.dot	DOT
Dot	DOT
Go-Round	go-round
Dow	DOW
COE	Coe
All-star	AllStar
Allstar	AllStar
CPL	Cpl
Dr.I	DRI
COR	Cor
COL	Col
COT	Cot
Fag	FAG
Far	FAR
Fat	FAT
Fas	FAS
Faz	FAZ
Fax	FAX
Clear	CLEAR
Quarto	QUARTO
Dday	D-Day
Deanne	DeAnne
Poser	POSER
.asia	ASIA
Asia	ASIA
Advantage	Ad-Vantage
Elliott	ELLIOTT
Asda	ASDA
Carbon	CARBON
DYM	Dym
DYK	Dyk
Freeport-McMoRan	FREEPORT-MCMORAN
Dyn	DyN
SWIG	swig
Asea	ASEA
Philadelphia	PHILADELPHIA
Eye	EYE
Sadr-ud-Din	Sadruddin
Fit	FIT
Fis	FIS
Fix	FIX
SWOT	swot
Fid	FID
Benefits	BENEFITS
E-Go	Ego
Hewlett-Packard	HEWLETT-PACKARD
Uh-Huh	uh-huh
EFE	Efe
FFR	FFr
Bath	-Bath
Aydın	Aydin
FTSE	FT-Se
SIMCA	Simca
EDS	Eds
ASPS	ASPs
EDO	Edo
EDE	Ede
EDD	Edd
EDA	Eda
Make-Up	Makeup
ECU	Ecu
Fen	FEN
Stadium	STADIUM
EDF	EdF
Fee	FEE
PARAM	Param
Asko	ASKO
EAT	Eat
EAT.	Eat
EAU	Eau
EAD	Ead
Global	GLOBAL
Eno	ENO
Eni	ENI
Ent	ENT
DNB	DnB
Thießen	Thiessen
Rolls-Royce	ROLLS-ROYCE
Eos	EOS
Épi	EPI
D.O.E.	DoE
Doe	DoE
D.O.D.	DoD
DOD	DoD
Eli	ELI
EDINA	Edina
Emi	EMI
E.mu	EMU
Emu	EMU
Sin-é	Sin-E
Siné	Sin-E
End	END
Ena	ENA
Zéro	zero-
FACT	Fact
Dai-ichi	Dai-Ichi
DIB	Dib
AStA	ASTA
Åsta	ASTA
DID	Did
Lepage	LePage
Eku	EKU
DIS	Dis
DIP	Dip
D.I.E.	Die
Elf	ELF
D-IX	Dix
Ehl	EHL
DH-1	Dh1
Ehi	EHI
Result	RESULT
EiB	EIB
HealthLine	Healthline
DUO	Duo
PARVA	Parva
DTR	Dtr
Exp	EXP
GNAT	gnat
FirstClass	FIRST-CLASS
Eua	EUA
CentrO	Centro
Pari-Mutuel	Parimutuel
Infrastructure	INFRASTRUCTURE
DRS	Drs
Eve	EVE
Ève	EVE
PARRY	Parry
Edinburgh	EDINBURGH
Eur	EUR
R.A.M.O.N.E.S.	Ramones
Leonard	LEONARD
Léonard	LEONARD
OpenAIR	open-air
Ért	ERT
ADRIFT	adrift
Erm	ERM
Eta	ETA
FAMA	Fama
D.O.E.	Doe
DOC	Doc
D.O.D.	Dod
DOD	Dod
DOI	Doi
CROWS	crows
FANG	Fang
Drive	DRIVE
.dot	DoT
Dot	DoT
Erf	ERF
Erg	ERG
Era	ERA
Starting	STARTING
DOS	Dos
DOU	Dou
SWAP	swap
DOM	Dom
S.W.A.T.	swat
SWAT	swat
YATA	Yata
NEF	Nef
NED	Ned
NEA	Nea
NEB	Neb
Red-Haired	red-haired
NEI	Nei
.NET	Net
NET	Net
N.E.O.	Neo
Off	OFF
Goes	GOES
Goès	GOES
NCB	Ncb
Oct	OCT
Ocú	OCU
Oda	ODA
Odd	ODD
Japanese	JAPANESE
Oki	OKI
NIE	Nie
NIC	Nic
NIU	Niu
NIR	Nir
N.I.L.	Nil
NiL	Nil
Pro-gress	PROGRESS
Progress	PROGRESS
NHA	Nha
Northern	NORTHERN
Goal	GOAL
NGA	Nga
SUPER	Super
WonderWorks	Wonderworks
CamelBack	Camelback
Oil	OIL
IndyCar	Indy-car
NEZ	Nez
Paisa	PAISA
Paisà	PAISA
Ohm	OHM
Patent	PATENT
Self-Portrait	self-portrait
N.U.T.E.	Nute
L.I.F.E.	life-
SuperVia	Supervia
NAO	Nao
Öcs	OCS
NaK	Nak
NaN	Nan
Oca	OCA
YAGO	Yago
JOINT	joint
FACTOR	Factor
Sabena	SABENA
Oat	OAT
Un-Cut	uncut
Geodynamics	GEODYNAMICS
InterCity	Intercity
NTS	Nts
NUI	Nui
NUN	Nun
NUR	Nur
Peugeot	PEUGEOT
NUS	Nus
NuT	Nut
Lighting	LIGHTING
Oti	OTI
OSI	OSi
Earth-A	Eartha
Out	OUT
Our	OUR
RevCo	Revco
FLOW	Flow
AERO	aero
Suter	SUTER
Oxy	OXY
Birthday	BIRTHDAY
Zccm	ZCCM
Ono	ONO
Israel	ISRAEL
Israël	ISRAEL
Ona	ONA
STOCK	stock
-one	ONE
Ône	ONE
JOSS	Joss
Ong	ONG
ISTEL	Istel
Officer	OFFICER
JOVE	Jove
JoVE	Jove
Old	OLD
Betty	BETTY
OLS	OLs
Ols	OLs
Omi	OMI
Osa	OSA
Ors	ORS
Nogent-sur-Marne	Nogent-Sur-Marne
Orf	ORF
Ore	ORE
Öre	ORE
ISTAT	Istat
Orc	ORC
Ori	ORI
.org	ORG
Ota	OTA
Conagra	ConAGra
Oss	OSS
-ose	OSE
Ose	OSE
AssassiNation	assassination
STOIC	stoic
Opt	OPT
Panam	PanAm
NOV	Nov
JoSH	Josh
NOS	Nos
NON	Non
NOI	Noi
NOL	Nol
NOH	Noh
Spanish	SPANISH
OEM	Oem
OEL	Oel
ODA	Oda
Pex	PEX
ODE	Ode
Eurodollar	EuroDollar
JasPer	JASPER
Jasper	JASPER
Pig	PIG
OGG	Ogg
Pie	PIE
Comé	-come
Pia	PIA
Pix	PIX
Pir	PIR
Pip	PIP
Pin	PIN
Pin...	PIN
Silence	SILENCE
Pik	PIK
Ph.B.	PHB
OFA	Ofa
GLIMPSE	glimpse
SPHERES	spheres
OEX	Oex
Goldcorp	GoldCorp
Phi	PHI
FlaK	Flak
Anglosaxon	Anglo-Saxon
CONNECT	Connect
SUBMERGE	submerge
PJS	PJs
Correction	CORRECTION
Portugal	PORTUGAL
DANTE	Dante
YATAMA	Yatama
Disappointment	DISAPPOINTMENT
Plc.	PLC
Lucie	LUCIE
Vietnam	VIETNAM
Viêtnam	VIETNAM
ManaGeR	manager
Will.i.am	WILLIAM
William	WILLIAM
MELiSSA	Melissa
Analytical	ANALYTICAL
Frisch	FRISCH
Red-Tape	redtape
RYAN	Ryan
Disability	DISABILITY
Pan	PAN
Pai	PAI
Pak	PAK
DAKOTA	Dakota
Paa	PAA
Switzerland	SWITZERLAND
Tri-Angle	triangle
Social	SOCIAL
Nigel	NIGEL
PAS	PAs
Maclaurin	MacLaurin
Pat	PAT
Par	PAR
PaX	PAX
Pax	PAX
Paw	PAW
Pay	PAY
Pei	PEI
Per	PER
Pér	PER
Pet	PET
PDS	PDs
Pen	PEN
Pep	PEP
PCS	PCs
OCA	Oca
Ped-	PED
Pec	PEC
Night	NIGHT
PDs	PDS
OBA	Oba
O.T.T.	Ott
O.T.O	Oto
HAMMER	Hammer
Criss-Cross	crisscross
CrissCross	crisscross
Pwc	PWC
Prison	PRISON
Lately	LATELY
Pwn	PWN
OUI	Oui
SEEDS	seeds
ULTra	Ultra
EDGAR	Edgar
Access	ACCESS
ORFEO	Orfeo
MANTA	manta
Montana	MONTANA
SAUCE	sauce
Teamsters	TEAMSTERS
UpToDate	up-to-date
Crude	-Crude
OLS	Ols
OLE	Ole
OLA	Ola
Lucas	LUCAS
Pòs	POS
Pop	POP
OMO	Omo
Footsie	FOOTSIE
PoA	POA
Poa	POA
Poá	POA
Zazu	ZAZU
ONT	Ont
ONG	Ong
O.N.A.	Ona
Pra	PRA
OOP	Oop
Yazgı	Yazgi
Massive	MASSIVE
OPP	Opp
.pro	PRO
O-R-B	Orb
JetStream	jetstream
Psi	PSI
Puc	PUC
Pud	PUD
OR-E	Ore
ORE	Ore
Higgs	HIGGS
ORI	Ori
O.S.T.	Ost
OST	Ost
OTA	Ota
OSH	Osh
OSO	Oso
Elections	ELECTIONS
Put	PUT
PTS	PTs
Future	FUTURE
Al-Arab	Alarab
PLA	Pla
PLC	Plc
Eleven	ELEVEN
Five-year	FIVE-YEAR
Fiveyear	FIVE-YEAR
Rover	ROVER
Houghton	HOUGHTON
RAZZIE	Razzie
PIN	Pin
PIL	Pil
PIK	Pik
PIX	Pix
PIH	Pih
P.I.F.	Pif
PIF	Pif
PIC	Pic
PIA	Pia
PIB	Pib
PHI	Phi
SPYDER	spyder
ORBit	Orbit
Dial-A-Joke	dial-a-joke
PHD	PhD
Zealand	ZEALAND
PFC	Pfc
PEA	Pea
PEC	Pec
Drams	D-RAMs
PET	Pet
PEN	Pen
PEO	Peo
PEP	Pep
PEK	Pek
PEG	Peg
Supervision	SUPERVISION
Buffalo	BUFFALO
PAZ	Paz
PAT	Pat
PAS	Pas
P.A.R.	Par
PaX	Pax
PAW	Paw
Pseudo-Science	pseudoscience
GLIMMER	glimmer
PAE	Pae
PAG	Pag
PAC	Pac
PAM	Pam
PAP	Pap
Pa-O	Pao
PAL	Pal
PAK	Pak
Q-Be	QBE
EQUIP	Equip
Egyptian	EGYPTIAN
GOMER	Gomer
Corporation	CORPORATION
Ram	RAM
Ran	RAN
Rán	RAN
Rak	RAK
Rád	RAD
Mer-Man	Merman
GAVE	gave
Eating	EATING
PVT	Pvt
Relocation	RELOCATION
Scientist	SCIENTIST
PTS	Pts
PTE	Pte
KangaROOS	kangaroos
PUP	Pup
PUT	Put
Vivienne	VIVIENNE
Electronics	ELECTRONICS
PRO	Pro
PRK	Prk
PRF	Prf
PRU	Pru
GAMS	gams
G.O.L.D	GOld
G.O.L.D.	GOld
GOLD	GOld
Gold	GOld
PTA	Pta
Suchard	SUCHARD
SUMIT	Sumit
Board	BOARD
GATE	gate
Fortified	FORTIFIED
P.O.D.	Pod
POD	Pod
P.O.K.	Pok
POL	Pol
POH	Poh
P.O.P	Pop
Abuse	ABUSE
Rom	ROM
RNS	RNs
Row	ROW
Rów	ROW
Roe	ROE
RoK	ROK
Rok	ROK
Rök	ROK
Calcomp	CalComp
Head-Hunters	Headhunters
Today	TODAY
QOM	Qom
Post-War	postwar
Intelsat	INTELSAT
GARUDA	Garuda
Offers	OFFERS
STONe	stone
Rough	ROUGH
Rough...	ROUGH
An-Naba	Annaba
AIMS	aims
Sarıs	saris
G.A.M.E.	game
Copenhagen	COPENHAGEN
Levan	LeVan
GALS	gals
SHERIFF	Sheriff
Bata	BATA
Báta	BATA
OGRE	ogre
Bart	BART
Base	BASE
HOTAIR	Hot-Air
Basi	BASI
Bash	BASH
XRAY	x-ray
Bass	BASS
Rie	RIE
SRL	s.r.l
Rig	RIG
Delaval	DeLaval
Ris	RIS
OutRage	Outrage
Barr	BARR
Barr-	BARR
Rio	RIO
Rip	RIP
Cheltenham	CHELTENHAM
Round	ROUND
Lecomte	LeComte
Broadcom	BROADCOM
Rap	RAP
Rat	RAT
Bible-Belt	Bible-belt
Germanus	German-U.S
Rea	REA
Koppers	KOPPERS
Rep	REP
Bank	BANK
Bang	BANG
Rém	REM
Rei	REI
Red	RED
Scapa	SCAPA
MERLIN	Merlin
AIDS	aids
Gota	GOTA
Göta	GOTA
Barbuda	BARBUDA
DeLorme	Delorme
Sab	SAB
Saa	SAA
Rouse	ROUSE
Fant-Asia	fantasia
Ball	BALL
Sai	SAI
Sái	SAI
Sâg	SAG
AA3	Aa-3
GRACE	grace
FoodLand	Foodland
SBc	SBC
Gore	GORE
Gorë	GORE
SBm	SBM
Sáo	SAO
Sáp	SAP
Saw	SAW
Say	SAY
RAB	Rab
RAE	Rae
RAD	Rad
RAI	Rai
GrADS	grads
.sch	SCH
RAN	Ran
RAK	Rak
Bain	BAIN
Biomorph	BioMorph
Kuhn	KUHN
Antonio	ANTONIO
Delaware	DELAWARE
Bags	BAGS
S-Mart	Smart
S.M.A.R.T.	Smart
SMart	Smart
Gown	GOWN
Hungarian	HUNGARIAN
Governor	GOVERNOR
QUI	Qui
QUE	Que
Gold	GOLD
Bács	BACS
Badd	BADD
Record	RECORD
Récord	RECORD
DONUT	donut
Atkins	ATKINS
MAGENTA	magenta
Over	OVER
Over...	OVER
ComBat	combat
Epitope	EPITOPE
Rta	RTA
Cosmetics	COSMETICS
SMALL	Small
Run	RUN
Rue	RUE
FaTMAN	Fatman
Goof	GOOF
Good	GOOD
Dress	DRESS
ISA	Isa
Radio	RADIO
ISE	Ise
Non-Stop	non-stop
NonStop	non-stop
IRL	Irl
JtL	JTL
IRI	Iri
ITA	Ita
CooperVision	Coopervision
BEL20	Bel-20
ISN	Isn
ACTION	Action
ChitChat	chitchat
Nuttall	NUTTALL
IRB	Irb
DeathMask	death-mask
Rivera	-Rivera
Proforma	ProForma
IWA	Iwa
SuperCollider	supercollider
UNISON	unison
IVO	Ivo
QuickFIX	quickfix
AJAR	ajar
KWON	kwon
ITS	Its
ITO	Ito
Oslo	OSLO
DBase	dBASE
Radar	RADAR
ACTIVE	Active
Eurotech	EuroTech
Poison	POISON
Peach-Pit	peach-pit
Warning	WARNING
....Envy	envy
Kay	KAY
J.A.C.	Jac
JAC	Jac
Ossi	OSSI
J.A.R.	Jar
JAI	Jai
JAG	Jag
Kan	KAN
Kán	KAN
Kal	KAL
EaStMAN	Eastman
JEB	Jeb
E-Motion	EMOTION
Emotion	EMOTION
KfW	KFW
Ken	KEN
Kem	KEM
KeY	KEY
Key	KEY
T-Day	tday
Overhaul	OVERHAUL
JAX	Jax
JIT	Jit
JIL	Jil
Casualty	CASUALTY
JIM	Jim
JIA	Jia
Anti-bribery	Anti-Bribery
Antibribery	Anti-Bribery
Gould	GOULD
WinGate	Wingate
Relentless	RELENTLESS
Kid	KID
Kenton	KENTON
Spania	SPANIA
Wagons-Lits	Wagons-lits
University	UNIVERSITY
AIRS	airs
Koi	KOI
JOVIAL	jovial
Kol	KOL
Anti-Matter	anti-matter
Nordic	NORDIC
WIDOW	Widow
Osha	OSHA
Panic	PANIC
XRAY	X-ray
Racks	RACKS
M.U.S.C.L.E.	Muscle
MUSCLE	Muscle
K-os	KOs
KOS	KOs
Kos	KOs
Kos-	KOs
Dream	DREAM
Ône	one-
ONCE	once
Cherokee	CHEROKEE
Middle-Age	middle-age
Girl	GIRL
Bowring	BOWRING
HomeMADE	Homemade
Rendez-Vous	rendezvous
DARPA	Darpa
TouchStone	touchstone
ELISA	Elisa
Slide	SLIDE
JUN	Jun
Slice	SLICE
Anschluß	Anschluss
Wolverhampton	WOLVERHAMPTON
STING	sting
MIG21	Mig-21
MI-17	Mi-17
MI17	Mi-17
SEPT5	Sept.5
SEPT3	Sept.3
D.A.R.Y.L	Daryl
D.A.R.Y.L.	Daryl
ELIZA	Eliza
EliZe	Elize
Unisys	UNISYS
MOSQUITO	mosquito
Swap	SWAP
Swåp	SWAP
Swat	SWAT
.coop	co-op
Lac	LAC
Laç	LAC
Lab	LAB
Láb	LAB
Gaijin	Gai-Jin
Lam	LAM
Län	LAN
Lak	LAK
Law	LAW
RESPA	Respa
LBi	LBI
KAI	Kai
KAP	Kap
KAU	Kau
KAW	Kaw
Give	GIVE
LdV	LDV
Lee	LEE
Lée	LEE
Leo	LEO
NewsChannel	Newschannel
Lei	LEI
Lew	LEW
KCS	Kcs
Let	LET
KFW	KfW
KeY	Key
COED	co-ed
KEE	Kee
LaFontaine	Lafontaine
Lin	LIN
Lip	LIP
Workgroup	WorkGroup
Lit	LIT
Lig	LIG
Gibb	GIBB
Lib	LIB
FEMSA	Femsa
KIS	Kis
KIN	Kin
Milwaukee	MILWAUKEE
EXPRESS	Express
KID	Kid
Silvano	SILVANO
KIA	Kia
Land-Rover	landrover
Cuisine	CUISINE
Despite	DESPITE
Lmx	LMX
OMOV	omov
L.E.G.I.O.N.	Legion
U.N.I.T.Y.	unity
UNITY	unity
Lom	LOM
R.U.S.E.	Ruse
Low	LOW
Löw	LOW
Lox	LOX
Lou	LOU
Los	LOS
Lot	LOT
F.R.U.I.T.S.	Fruits
KOL	Kol
MoSCoW	Moscow
KOS	Kos
LPS	LPs
KOR	Kor
BioScience	bioscience
KOP	Kop
KOK	Kok
KOJ	Koj
KOI	Koi
Offer	OFFER
KOH	Koh
Sub-Basement	subbasement
KOY	Koy
U-N-I-T-E-D	united
Philips	PHILIPS
UNITER	uniter
KOC	Koc
KRA	Kra
Detroit	DETROIT
Beggar-My-Neighbour	Beggar-my-neighbour
Lui	LUI
ACORD	Acord
Luv	LUV
GiFT	GIFT
Gift	GIFT
R.U.L.E.	Rule
Lug	LUG
ALFA	alfa
Sure	SURE
Suré	SURE
Recession	RECESSION
ARPANET	Arpanet
M.A.T.E.R.	mater
Angola	ANGOLA
Zeos	ZEOS
ALL	all-
TANS	tans
UnOpened	unopened
A-Sides	asides
LIDAR	lidar
CLOUD	Cloud
GRAMPS	Gramps
First-Born	first-born
Kobe	KOBE
Kobé	KOBE
TAME	tame
Neuroscience	NeuroScience
ALMA	alma
KUL	Kul
KUT	Kut
Turnover	TURNOVER
Cease-Fire	Cease-fire
Paper	PAPER
Papër	PAPER
Marquess	MARQUESS
Carlisle	CARLISLE
TARS	tars
LET	Let
LES	Les
Retirement	RETIREMENT
L.E.O.	Leo
LEO	Leo
LEM	Lem
LEK	Lek
LEH	Leh
Crossharbour	Cross-Harbour
LEE	Lee
LEC	Lec
NORAID	Noraid
MC-S	MCs
MCS	MCs
YATTA	Yatta
LAW	Law
ALPS	alps
Straight-Jacket	straightjacket
NONO	Nono
Mew	MEW
MDS	MDs
Met	MET
Mei	MEI
Mem	MEM
915P	915p
Papas	PAPAS
Pápas	PAPAS
.med	MED
Kohl	KOHL
Mbe	MBE
Minister	MINISTER
Mbo	MBO
May	MAY
Nór	Nor-
Ordinance	ORDINANCE
Re-Volt	revolt
LAI	Lai
On-Off	on-off
MBF	MBf
LAS	Las
LAR	Lar
LAD	Lad
LAC	Lac
NORA	Nora
Mae	MAE
Mah	MAH
Mai	MAI
Man	MAN
Mam	MAM
Mar	MAR
Mas	MAS
Map	MAP
Windsor	WINDSOR
.Mac	MAC
Mac	MAC
Mab	MAB
Opti	OPTi
Leroi	LeRoi
Mot	MOT
Mox	MOX
Again	AGAIN
Moa	MOA
Kong	KONG
MMR	MMr
Ethics	ETHICS
Mmd	MMD
Angeles	ANGELES
Ángeles	ANGELES
Macdonald	MacDonald
Goodyear	GOODYEAR
HaGoshrim	Hagoshrim
LIB	Lib
LIA	Lia
LID	Lid
LiD	Lid
Zeal	ZEAL
L.I.E.	Lie
LIH	Lih
LIS	Lis
LIT	Lit
LIU	Liu
LiU	Liu
LIV	Liv
Berry	BERRY
Mia	MIA
Mic	MIC
Mig	MIG
Mir	MIR
MiM	MIM
Min	MIN
LEZ	Lez
Leroy	LeRoy
LEY	Ley
Papua	PAPUA
Office	OFFICE
Al-Amin	Alamin
Joffrey	JOFFREY
Strait-Jacket	straitjacket
LUX	Lux
LUU	Luu
ELEMENTARY	Elementary
LUP	Lup
LUM	Lum
LUD	Lud
LUE	Lue
Counter-Attack	counterattack
United	UNITED
L.T.D.	Ltd
LTD	Ltd
Múm	MUM
Mts	MTS
Employment	EMPLOYMENT
ALAS	alas
Intercity	Inter-City
MSC	MSc
PublicAffairs	public-affairs
Mrs.	MRS
MPS	MPs
LOI	Loi
LOF	Lof
LOE	Loe
Chicken	CHICKEN
LOC	Loc
LOR	Lor
LON	Lon
Over-Exposed	overexposed
LOK	Lok
LNU	Lnu
Sea-Drift	Seadrift
Delaware	Del-AWARE
Mpi	MPI
FIRA	Fira
MOSFET	Mosfet
CYCLONE	cyclone
FIRE	Fire
FIRM	Firm
FISH	Fish
Stop	STOP
Shaftesbury	SHAFTESBURY
FIPS	Fips
Nab	NAB
Nap	NAP
När	NAR
HD-MAC	HD-Mac
Nal	NAL
NaN	NAN
Nan	NAN
Nam	NAM
Nonviolence	Non-Violence
Denial	DENIAL
AMMO	ammo
F.I.S.T	Fist
F.I.S.T.	Fist
Eat-More	Eatmore
LYN	Lyn
OpenAIR	Open-Air
Nfl	NFL
.nfo	NFO
Styx	STYX
CLOCK	Clock
New	NEW
RAPTOR	raptor
MEL	Mel
MES	Mes
MEA	Mea
MED	Med
MFG	Mfg
Nin	NIN
Nic	NIC
Nas	NAS
Nås	NAS
Nau	NAU
NESSIE	Nessie
MAL	Mal
MAR	Mar
MÄR	Mar
MAD	Mad
MAE	Mae
MAK	Mak
MAH	Mah
EXodus	exodus
.Mac	Mac
Nas	NAs
Nås	NAs
Election	ELECTION
Y-MODEM	Ymodem
YMODEM	Ymodem
MCC	McC
Ndé	NDE
MAU	Mau
MAT	Mat
MAW	Maw
Nes	NES
.NET	NET
.net	NET
Nét	NET
Nep	NEP
GETS	gets
Nei	NEI
Schröder	SCHRODER
Nef	NEF
Croatia	CROATIA
MME	Mme
Suds	SUDS
Non	NON
Now	NOW
Not	NOT
NPa	NPA
LightWeight	Lightweight
Brewers	BREWERS
NOvA	Nova
Brain-Child	brain-child
MOB	Mob
MOC	Moc
M.O.D.	Mod
MOK	Mok
M.O.L.	Mol
MoL	Mol
MOO	Moo
M.O.P.	Mop
MOP	Mop
MOS	Mos
M.O.R.	Mor
MOR	Mor
.cat	c-a-t
Çat	c-a-t
M.O.D.	MoD
Mod	MoD
MOF	MoF
MOU	MoU
Nox	NOx
Divorcee	DIVORCEE
MIE	Mie
MID	Mid
MIA.	Mia
Drama	DRAMA
.MIX	Mix
MIX	Mix
Drams	DRAMS
MIM	Mim
MiM	Mim
Mig	MiG
Bessa	BESSA
Veiled	VEILED
FIFA	Fifa
Drams	DRAMs
Gordon	GORDON
Multi-Coloured	multi-coloured
Nmh	NMH
Nmi	NMI
FIDO	Fido
FIDS	Fids
Bowater	BOWATER
Pro-Test	PROTEST
Protest	PROTEST
M.U.S.C.L.E.	muscle
MUSCLE	muscle
Suez	SUEZ
AMAG	amag
MUN	Mun
FINEX	Finex
M-U-M	Mum
MUM	Mum
MUD	Mud
MUA	Mua
MTG	Mtg
Nvr	NVR
Saturday	SATURDAY
EPIC	epic
DIRECT	Direct
.nyc	NYC
Suit	SUIT
FIGS	Figs
FINS	Fins
Nso	NSO
FINO	Fino
PADRES	Padres
Estonia	ESTONIA
FINE	Fine
Nur	NUR
NuT	NUT
Nut	NUT
Nus	NUS
FILI	Fili
Transpacific	trans-Pacific
Nuh	NUH
Num	NUM
Num.	NUM
Nuc	NUC
N-tv	NTV
MRN	Mrn
MRS	Mrs
Suna	SUNA
Oregon	OREGON
Rock-A-Bye	Rockabye
April	APRIL
...You	YOU
You	YOU
Freedom	FREEDOM
RAISE	-Raise
Raise	-Raise
Lacrosse	LaCrosse
Janeiro	JANEIRO
Sleep	SLEEP
Xıl	Xil
Tonks	TONKS
PublicAffairs	Public-affairs
Bayan	BAYAN
Bayán	BAYAN
ITS	-its
W.I.C.K.E.D.	wicked
Labour	LABOUR
Paso	PASO
Yes	YES
Yet	YET
Pass	PASS
Mortified	MORTIFIED
